Test,n_sources,"ma , _out_degree",n_nodes,"ma , _instances",n_compute,n_instances,g_diam,n_sinks,median_out_degree,config,n_math,n_edges
rhadd-uint4,4,8,45,1,32,35,6,1,1,12,0,76
rhadd-uint3,4,6,35,1,24,27,6,1,1,15,0,57
rhadd-uint2,4,4,25,1,16,19,6,1,1,1,0,38
convert-char3-int3,3,2,9,1,3,5,3,1,1,3,0,11
rhadd-uint8,4,16,85,1,64,67,6,1,1,15,0,152
sub-transformations-none-none-halve-char-1_pma,3,8,36,1,16,19,4,1,1,2,0,56
median-test_5_ver2,2,3,13,2,9,12,5,1,1,15,0,18
racc-int4_pma,1,4,10,2,4,7,5,1,1,0,0,12
convert-float2-ushort2_sat_rtz,7,4,32,1,22,24,6,1,2,0,0,56
convert-float2-ushort2_sat_rtp,7,4,32,1,22,24,6,1,2,3,0,56
mad_hi-uchar,5,2,14,1,5,9,6,1,1,3,0,14
cmp-masked-float8_pma,6,8,39,1,16,20,4,2,1,14,0,65
convert-uint-ushort,1,1,3,1,0,2,2,1,1,0,0,2
convert-float2-ushort2_sat_rtn,7,4,32,1,22,24,6,1,2,3,0,56
convert-float2-ushort2_sat_rte,7,4,32,1,22,24,6,1,2,15,0,56
clamp-uint8_scalar,3,8,30,1,16,20,4,1,1,1,0,50
convert-float4-short4_sat_rtp,6,4,51,1,40,42,5,1,2,1,0,104
masked_store_splat_multi_store_24Bytes-16bit_cmp,4,4,30,2,17,26,4,1,1,15,0,48
printf-ocl-print-no-flag,2,8,19,1,8,10,3,1,1,15,0,32
shl-const-non-imm-non-splatted-mask-short-wide_pma,9,8,26,1,8,10,3,1,1,1,0,32
convert-float4-short4_sat_rtz,6,4,51,1,40,42,5,1,2,1,0,104
dot_prod_v2i16_v2i8_v2i8_acc,2,2,8,2,1,5,3,1,1,14,0,9
convert-float4-short4_sat_rte,6,4,51,1,40,42,5,1,2,15,0,104
quadratic_2_vec4,8,16,101,1,80,83,8,1,1,3,4,196
quadratic_2_vec2,7,8,54,1,40,42,8,1,1,0,2,98
convert-float4-short4_sat_rtn,6,4,51,1,40,42,5,1,2,15,0,104
store-1-byte,2,1,5,1,1,3,3,1,1,12,0,4
iv_cmp_between_ivs2,6,2,14,3,6,11,4,1,1,12,0,14
convert-ushort3-float3,1,2,7,1,3,5,3,1,1,7,0,8
convert-short8-uint8,1,4,14,1,8,10,3,1,1,10,0,20
select-short2,3,2,9,1,2,6,3,1,1,0,0,11
dct,6,8,45,1,30,32,6,1,2,2,0,82
all-char16,5,8,39,1,25,28,19,2,1,15,0,51
mul_hi-uint2,2,4,21,1,14,17,4,1,1,15,0,38
convert-uint4-char4,1,4,6,1,0,2,2,1,1,10,0,8
convert-char2-float2_rtp,2,2,8,1,4,6,5,1,1,15,0,9
a-plus-b-unaligned-char,2,2,9,1,2,5,3,1,1,1,0,10
smoothstep-float2,5,2,30,1,18,22,8,1,1,15,2,38
smoothstep-float3,5,3,42,1,27,31,8,1,1,15,3,57
i16-acc-abs_diff-ushort,2,1,6,2,1,5,3,1,1,1,0,5
convert-char2-float2_rtz,2,2,8,1,4,6,5,1,1,15,0,9
racc-char8-unsigned_pma,1,4,10,2,4,7,5,1,2,14,0,16
mad_sat-int,9,7,43,1,30,34,8,1,1,7,0,75
smoothstep-float8,5,8,102,1,72,76,8,1,1,9,8,152
bitselect-uint2,4,2,19,1,8,12,4,1,1,14,0,24
isgreater-float,2,1,6,1,1,4,3,1,1,1,0,5
convert-char2-float2_rte,2,2,8,1,4,6,5,1,1,15,0,9
hadd-short4,2,2,9,1,2,5,3,1,1,15,0,10
convert-char2-float2_rtn,2,2,8,1,4,6,5,1,1,15,0,9
hadd-short2,2,1,6,1,1,4,3,1,1,15,0,5
upsample-short,2,1,5,1,0,3,2,1,1,15,0,4
mul_hi-uint8,2,8,75,1,56,59,4,1,1,0,0,152
convert-char8-uchar8,1,3,5,1,0,2,2,1,1,0,0,6
convert-float2-short2_rtn,1,2,6,1,2,4,3,1,1,1,0,6
clamp-ushort2,3,2,11,1,4,8,4,1,1,8,0,13
convert-float2-short2_rte,1,2,6,1,2,4,3,1,1,14,0,6
convert-float-uchar,1,1,4,1,1,3,3,1,1,15,0,3
convert-float2-short2_rtz,1,2,6,1,2,4,3,1,1,15,0,6
convert-float2-short2_rtp,1,2,6,1,2,4,3,1,1,15,0,6
gather-itr-bounds3,6,8,38,3,25,31,9,1,1,10,0,58
gather-mode4,3,8,45,1,28,32,8,1,1,3,0,64
"ma , -uchar16",2,8,35,1,16,19,3,1,2,15,0,64
bitselect-int4,4,4,33,1,16,20,4,1,1,1,0,48
convert-float3-char3_sat_rtp,6,4,40,1,30,32,5,1,2,1,0,78
bitselect-int3,4,3,26,1,12,16,4,1,1,10,0,36
bitselect-int2,4,2,19,1,8,12,4,1,1,1,0,24
convert-short8-char8,1,4,6,1,0,2,2,1,1,1,0,8
bitselect-int8,4,8,61,1,32,36,4,1,1,14,0,96
convert-ushort2-float2_rtp,1,2,5,1,2,4,3,1,1,14,0,5
convert-float3-char3_sat_rte,6,4,40,1,30,32,5,1,2,0,0,78
convert-short3-ushort3,1,2,4,1,0,2,2,1,1,1,0,4
convert-float3-char3_sat_rtn,6,4,40,1,30,32,5,1,2,0,0,78
"i16-acc-sma , ",2,1,5,2,1,4,3,1,1,14,0,4
bitselect-uchar8,4,4,33,1,16,20,4,1,1,0,0,48
select-short8,3,4,24,1,8,12,3,1,2,15,0,44
fillColorsChannelImage_part1_uf2,10,8,108,1,84,88,10,1,1,0,0,212
convert-float16-int16_rte,2,8,36,1,16,20,3,2,1,0,0,48
multi-acc-int4_pma,2,4,23,2,12,23,4,1,1,3,0,28
select-short3,4,2,15,1,4,8,3,1,2,0,0,23
convert-float16-int16_rtn,2,8,36,1,16,20,3,2,1,15,0,48
select-short4,3,2,14,1,4,8,3,1,2,0,0,22
masked_store_splat_2_or_host_conds,3,4,25,2,12,20,4,1,1,3,0,38
convert-float16-int16_rtz,2,8,36,1,16,20,3,2,1,1,0,48
all-short,4,1,7,1,1,4,3,2,1,0,0,5
convert-uint4-float4_rtz,7,4,48,1,36,38,6,1,1,9,0,84
any-int4,2,4,11,1,4,6,5,1,1,0,0,13
pma_acopy_2D1_deprecatedAPI,2,8,19,1,8,10,3,1,1,3,0,32
any-int3,2,3,9,1,3,5,4,1,1,1,0,10
fp_inv-vec8,2,8,19,1,8,10,3,1,1,3,8,32
sub-transformations-none-none-sat-int-wide-1_pma,6,8,103,1,80,83,5,1,2,5,0,232
fp_inv-vec4,2,4,11,1,4,6,3,1,1,3,4,16
fp_inv-vec2,2,2,7,1,2,4,3,1,1,3,2,8
sub-transformations-abs-pos-sat-short-1_pma,2,4,39,1,28,31,5,1,1,3,0,60
any-int8,2,8,19,1,8,10,9,1,1,1,0,25
islessgreater-float,2,1,6,1,1,4,3,1,1,14,0,5
"iv-select-acc-eq-id , -outerLoop",2,1,6,3,2,8,4,1,1,15,0,5
convert-int16-float16_rte,2,8,36,1,16,20,3,2,1,4,0,48
convert-uint4-float4_rtn,7,4,48,1,36,38,6,1,1,1,0,84
clamp-uchar8,3,4,32,1,16,20,4,1,1,15,0,52
convert-float16-short16,2,8,35,1,16,19,3,1,1,1,0,48
gather-to-wide-load,2,8,27,1,8,11,3,1,1,0,0,40
clamp-uchar4,3,2,18,1,8,12,4,1,2,1,0,26
bitselect-uchar2,4,2,12,1,4,8,4,1,1,1,0,12
clamp-uchar3,5,2,18,1,6,11,4,2,1,15,0,22
convert-uint4-float4_rte,1,4,10,1,4,6,3,1,1,1,0,12
"mi , _scalar-float4",3,4,25,1,12,16,5,1,1,1,0,37
gather-short-with-condition,2,8,37,1,17,20,6,1,1,3,0,57
clamp-uint,3,1,9,1,2,6,4,1,1,0,0,8
store-6-bytes,4,3,9,1,3,5,3,1,1,11,0,10
"mi , _scalar-float3",3,3,20,1,9,13,5,1,1,1,0,28
"mi , _scalar-float2",3,2,15,1,6,10,5,1,1,1,0,19
"mi , _scalar-float8",3,8,45,1,24,28,5,1,1,0,0,73
inlined-call,2,8,43,1,24,27,4,1,1,11,0,80
atan2-float3,1,6,14,1,6,8,3,1,2,1,6,24
accumulate-int8_pma,1,8,18,2,8,18,3,1,1,8,0,24
"native_e , p-float2",2,2,7,1,2,4,3,1,1,15,2,8
all-short16,4,8,29,1,16,19,17,2,1,15,0,41
rshift_sat_pos_b_uu,4,8,54,1,16,22,3,2,1,3,0,80
islessequal-float16,4,8,70,1,32,38,4,2,1,0,0,96
sinpi-float,1,1,4,1,1,3,3,1,1,12,1,3
sub-transformations-abs-pos-sat-char-wide-1_pma,2,8,99,1,80,83,8,1,1,15,0,152
abs-diff-uchar,2,8,27,1,8,11,3,1,1,11,0,40
convert-char4-float4_rtz,2,4,13,1,8,10,5,1,1,12,0,18
shl-const-non-imm-mask-short_pma,2,8,15,1,8,10,3,1,1,2,0,28
convert-int2-ushort2,1,2,4,1,0,2,2,1,1,0,0,4
bitselect-uchar4,4,2,19,1,8,12,4,1,1,1,0,24
convert-char4-float4_rtp,2,4,13,1,8,10,5,1,1,1,0,18
gather-itr-uchar,1,6,18,1,10,12,5,1,1,7,0,28
abs_diff-int16,4,8,54,1,16,22,3,2,1,15,0,80
bitselect-uchar3,5,2,20,1,8,12,4,1,1,1,0,24
abs-int,1,1,4,1,1,3,3,1,1,1,0,3
missing_wait_10,2,8,19,1,8,10,3,1,1,3,0,32
convert-char4-float4_rtn,2,4,13,1,8,10,5,1,1,15,0,18
convert-short8-ushort8,1,4,6,1,0,2,2,1,1,15,0,8
convert-float16-char16_rtz,2,8,35,1,16,19,3,1,1,15,0,48
shl-basic-uchar-1_pma,2,8,19,1,8,10,3,1,1,15,0,32
convert-char4-float4_rte,2,4,13,1,8,10,5,1,1,15,0,18
